qid	docid	GPT-4o	Mistral-Small-Instruct-2409-Q6	Qwen2.5-14B-Instruct-Q8	Meta-Llama-3.1-8B-Instruct-Q8	Gemma-2-9B-it-Q8	Human	LLM_Majority	type
96	3CYqCTrqtIKDIefOWgQ6JN_1020	0	0	0	0	0	0	0	topical
104	09q7SUJqmsgi3c8HYzaR3v_120	0	0	0	0	0	0	0	known-item
96	1XaLaLm2IOSS7WBzXeewvG_960	0	0	0	0	0	0	0	topical
76	70ddCLh1iK9d3MD5K0WWvL_540	0	0	0	0	0	0	0	topical
94	36oNQGvH8ofMxc9KKfwqAc_240	0	1	0	2	1	0	0	topical
65	4frErmno2la7avrfdkJuVg_2460	1	1	2	3	1	0	1	topical
108	2BvhWla6hQkEeMvlEGKkJ4_2280	1	1	2	0	1	0	1	known-item
82	4jmUNtIYmAuuuCVRNOHtNp_0	0	0	0	0	0	0	0	topical
60	2FkaMxYjOuOXTVxpaZmT0L_3840	1	1	2	2	1	0	1	topical
88	56X8EmFePBrC2mnXUWnauu_0	2	3	2	2	2	0	2	topical
60	1ULzAHnOySP0COVz8T0G5a_120	1	2	2	1	2	0	2	topical
105	6Us7IMzLOba4ac1SzrkaPy_1260	0	1	0	2	2	0	0	known-item
81	5cD6BGLrMF0HYArfJiVoUI_4140	3	2	3	3	2	0	3	topical
98	7f1OdP2uNZO6aK6aoj6rek_120	0	0	0	0	1	0	0	topical
89	5g2NjlgA0XPqDRymAXgfQc_720	1	1	2	2	2	0	2	topical
99	6VFRtIiZePWa7v6aiJZsuQ_180	0	0	0	0	0	0	0	known-item
104	2OhExk6Ki4FTYnZekBLAXF_1260	0	0	0	0	0	0	0	known-item
88	4UdB3bTubyPLhS5XtbpTo6_1080	0	1	0	0	1	0	0	topical
69	0ZoesY5Eh47LzRJhX7eMjg_780	1	2	2	1	1	0	1	topical
105	0lcOcgapB9Ccm8brOYGUlm_180	1	1	1	0	1	0	1	known-item
78	50XwQIWtg0kwPXZ4xt48gb_540	2	2	2	0	2	0	2	topical
70	1aBg7QmLG9T7jOCUXDRgHc_180	3	3	3	3	3	1	3	topical
89	7Je4TqIKDTE9YFd3IFcEZ5_240	1	1	2	0	1	0	1	topical
81	0V7inuCnE9UXXL03lmDxWZ_4980	1	0	1	0	0	0	0	topical
66	6h74lTjzSioypOLbf8EnVv_840	3	3	1	3	3	1	3	topical
75	0kq84QLkFC23CPm1tr1izF_1020	1	0	1	3	1	0	1	topical
63	2XZmy207iKpqa6857hbxti_60	2	1	2	2	2	0	2	topical
79	0mpJJtmNMgztMP4S6xuPYk_1440	2	1	2	0	2	0	2	topical
90	0uTyVZBIwKPaK01CytisB7_1260	3	3	2	3	2	0	3	topical
77	4vOQ1bEN6jcowu3SYfXVe0_540	1	2	2	2	2	0	2	topical
106	72tdQ31ZNMe79d1eA4sX9k_2520	0	0	1	0	2	0	0	known-item
88	0IoZZ8s47NEQCSKDeU7oz0_660	1	2	2	2	1	0	2	topical
76	2MyWMiVrdvlqrrZLTOZVte_1440	0	0	0	0	0	0	0	topical
100	2ZKtyDpcADEZENOLXBN4DT_1620	0	0	1	2	0	0	0	known-item
99	3rMx68ZwzTDMwdokY6poR5_180	0	0	0	0	0	0	0	known-item
61	5ZZSBAGUP2BGWIAQtfcpwS_1140	0	0	0	0	1	0	0	topical
77	0fgIoskwUT1NwPGywglrxx_2040	1	0	1	1	1	0	1	topical
68	1NYiZhRDZlFvNLuUiC28Md_480	0	0	0	0	1	0	0	topical
81	5qKsXNMqnfUY0DDe5FglVI_540	2	2	1	3	2	2	2	topical
87	54pGJqxpuiVN4QJlp9NauK_1320	1	2	1	0	1	0	1	topical
68	3Ya5diY6qksEw5nJTtKTli_1620	0	0	0	0	0	0	0	topical
74	4WD0OHCAnpa5QSXgMWPGxf_1740	1	1	1	3	1	0	1	topical
98	1SJsn4tBEI35HN7T46bCuc_1380	0	3	2	0	1	0	0	topical
90	1anuUyUMdTL3KgbJt5GpuM_0	0	0	0	0	0	0	0	topical
82	483fi9G3AmDaSj4Swog1pY_1740	0	0	0	0	1	0	0	topical
80	4V5FP35aftwVcNpq3ptxyo_0	2	2	2	1	2	0	2	topical
85	3OBHWHRK3TgF5JW21JhWpw_120	3	3	3	3	3	2	3	topical
106	02KUrJYmgBJL9UvmP2HiXw_240	3	2	2	1	2	3	2	known-item
86	0TXPSA2i8PYbLtZ9dHkbsa_1020	0	0	0	0	0	0	0	topical
101	2sZOvVoFgPR9gWqDBwpgLl_720	0	0	0	0	0	0	0	known-item
76	4xN4xsoPaHfBLCGHmDYu8x_1740	2	2	2	2	2	0	2	topical
108	2BvhWla6hQkEeMvlEGKkJ4_540	0	0	2	0	0	0	0	known-item
83	7qDYDy1rLB4q6lArMIK6oQ_0	0	0	1	3	2	0	0	topical
83	4tYNQsGZayC0VMipWo44YB_0	1	0	1	0	1	0	1	topical
97	55fJabZGCnkq1wrrBPjs33_1260	3	3	2	3	3	3	3	topical
74	5OSeiV3dEDSTIywyBTf8fF_1860	0	0	1	0	1	0	0	topical
101	36dHTdhmveFtKXvvhgYaXD_360	0	0	0	0	0	0	0	known-item
78	3Z9SeUYUTw7guQcwOsIhpS_960	0	1	0	0	1	0	0	topical
105	6Us7IMzLOba4ac1SzrkaPy_60	1	3	1	3	2	0	1	known-item
100	2ZwZmzkADbtH1PgZPT63j9_2520	0	0	1	1	0	0	0	known-item
93	0N4gGSFXltUvoa6JhhYMga_840	0	0	1	0	0	0	0	topical
67	7FIUP1BO2ZMJKDCbfWmgyl_120	0	0	0	0	1	0	0	topical
89	25TqbRyS9R47iJC8necgOr_0	1	3	2	3	2	0	3	topical
72	6HdDmZj8p4Gpak2uFSzJts_2160	2	1	2	2	1	0	2	topical
80	3wg6bpix8Kb97z3lKG1J6d_360	3	2	2	2	2	2	2	topical
85	2Sx8vK5vo0XDkqZLxAk41y_480	3	3	3	3	3	2	3	topical
68	0xPsKO6NmYbWdmMR7OlLIY_3180	1	0	1	2	1	0	1	topical
96	6G62Xg9dkCPx8b2HSBLtEW_420	0	0	0	0	0	0	0	topical
79	74NUtDtrCvndeLM2B2yDim_2820	1	0	1	0	0	0	0	topical
86	1K7v8QKoq9YkvyH3n4jNS3_240	1	0	1	0	1	0	1	topical
82	7LjDvgpI679LAe4h48ReEf_2160	2	3	3	3	3	1	3	topical
85	6wclBMah4927BIvz8X3uQH_1500	3	2	2	3	2	0	2	topical
101	3wYFK6nPq0uIAM1upQGxoi_1560	0	0	0	0	0	0	0	known-item
83	0WntUciYItzcBeHcIkZkkw_0	1	1	1	3	2	0	1	topical
64	5yfgcdJjMOU8sWgIz8fboA_1080	1	1	2	3	1	0	1	topical
78	07BYnT6GJ2Vx8ZqvK02SoI_120	2	2	2	2	2	1	2	topical
71	4HtLk1kqvs3StHOW4QuRHE_660	3	1	2	3	2	0	3	topical
91	4wx03R9L6rIunZJMKT1TZ7_120	0	0	0	2	0	0	0	topical
95	4kHb5W7YBdVfcpjs6zKSs7_720	0	0	1	0	1	0	0	topical
86	3SJGN0Cy5mR3EDoHrchgZO_720	2	1	2	0	1	0	2	topical
84	3Ulq2WojuMk2SiY78ckUWW_120	0	0	1	0	1	0	0	topical
73	138gbx6PEJ3wyrdN0261GN_840	1	2	2	3	2	1	2	topical
99	2Dioaott0FBurZWcRqyl52_1620	0	0	0	0	0	0	0	known-item
95	6ew4ejoVnxVVglTFC2GLUj_0	0	0	1	0	1	0	0	topical
73	54oviTLb8iBYnPEtKQYXgX_780	3	3	3	3	2	0	3	topical
81	6Pia4j2JE6WN9h2oSq5X7Z_0	3	1	3	3	2	0	3	topical
65	7napQpkpSKejDhkmMoBMKQ_2220	1	3	2	3	2	0	3	topical
92	5uobUc0O2n7K6zJhAXG0xZ_1800	3	2	2	2	2	0	2	topical
83	4PqRfoXMg0qSTWZzxN2iVP_900	0	0	1	0	0	0	0	topical
86	6lLVRhodrXopyTHO7dxHGL_0	1	0	0	0	1	0	0	topical
81	5wzKjk5c5W6IZQKba7OTMg_720	0	0	0	0	1	0	0	topical
91	3pM0vaWJE6lpNB5yIS5cOs_1320	1	1	1	2	1	0	1	topical
85	7Hua8Bsxfa1j0ad2WYHykv_1080	3	3	3	3	2	0	3	topical
81	5cr7ptnRsURFQVhcwcXKCs_1560	0	0	1	0	1	0	0	topical
65	0r1iQKqUg3nSPtsGTxHGUk_1800	3	3	2	3	2	3	3	topical
75	2W9sNcJF9Ywjnu9E3d3B5k_3720	1	0	1	0	3	0	1	topical
99	2XCP7EYkUzUiJRG5GV7oTE_0	0	0	0	0	0	0	0	known-item
60	3wjBcfJN9kqgDPIk67DbJE_240	2	3	2	2	2	0	2	topical
84	3kudCMotHvKuUpoU1m4VeN_660	1	2	2	2	1	1	2	topical
82	7wpXTzZBAi7b2X04ztfRnr_2460	2	2	2	3	2	0	2	topical
67	1nM49gNLnEIvUUMiF295by_420	0	0	0	0	0	0	0	topical
71	342BZvY3kfxyj6iwhfrycT_120	1	2	1	3	1	1	1	topical
108	56qIujwvQJrUeCeOHY4FZa_840	0	0	0	0	0	0	0	known-item
61	7idFTkBO2clqaHcfkjJcEG_3720	2	2	2	2	3	0	2	topical
86	2XYsnVwPqp0TDMxBdWOsnY_120	1	2	1	3	3	0	1	topical
73	1SvkFA9E2dd1lxf9Asnz3e_1140	2	2	2	2	1	1	2	topical
88	6xAILimkdjsHd0s1MAHphl_3720	2	2	2	2	2	0	2	topical
87	1Mv8k3QtmXCbTBZgZatGTw_3120	2	2	3	2	2	0	2	topical
90	0NavTnQdC1jsuxV3UTtzPm_3240	1	0	2	2	2	0	2	topical
99	3o93U3DOx9HBjJmuvWiVWC_120	0	0	0	0	0	0	0	known-item
96	6lGQ2aj5tvcJGFZbhgGqgB_1260	0	0	0	0	0	0	0	topical
96	0wXByTf3jKy2bD7hCpEdd4_1740	1	1	2	2	2	0	2	topical
93	4cI3fzlo5NDPa90hXbaNr7_180	1	1	1	0	1	0	1	topical
80	506eMHfHdfIrlnBzQ4Vv8H_240	0	0	0	0	0	0	0	topical
69	5FhGo1f4AnLWn2y1RrOlkt_3420	1	1	1	1	1	0	1	topical
95	5ftIuudKcHx6w4lDhavZQX_3240	0	0	1	0	0	0	0	topical
69	0dGyimu7Hs3ayW1YWKH5sC_1680	0	0	1	0	0	0	0	topical
78	07BYnT6GJ2Vx8ZqvK02SoI_2760	2	2	2	3	2	1	2	topical
80	0QiKGekutuEqZwzFlby8qC_1500	2	2	2	2	1	0	2	topical
85	1dQ6Zxl1v3Ah2Rl0QfGj84_720	1	0	1	3	1	0	1	topical
94	1Go5Cuy6kC4GOUGM5lVe6t_300	2	1	2	0	2	0	2	topical
85	3W9W9aAZd7iED09dfp4iaP_420	3	3	3	3	3	0	3	topical
98	0obf5C2sYVaC9XRqsyhUPr_120	3	3	3	3	2	1	3	topical
96	5y3jLyyqk55RsUQQshjMzR_1620	0	0	0	0	0	0	0	topical
99	3IuBsv9qtG6kYdlZ7IURrC_2640	0	0	2	0	1	0	0	known-item
107	61gOq5rsxRtCO6GZZZ2oOx_3180	0	0	1	0	0	0	0	known-item
88	3X4lDtGQXcJehUgiyxBQhg_420	3	2	2	2	2	1	2	topical
84	385sgi0HJYc03ymlOxZLiG_600	1	2	1	2	1	0	1	topical
79	0fEU4YVoJXeU6zeQwXxDoZ_180	1	0	1	3	1	0	1	topical
100	20WjPNyAB245VIaXDrv00g_120	0	0	0	0	0	0	0	known-item
62	6mYHVQpPxv3pT2En5Stylt_840	3	3	3	3	3	0	3	topical
65	0ZyMe07GvxGMc7q5FwpRch_2040	0	0	0	1	1	0	0	topical
91	59YiH1chYIWsTIeVV7zsID_600	1	1	1	2	1	0	1	topical
92	4m28LDn2WHzwnEf52SbXJ7_120	0	0	0	0	1	0	0	topical
65	6y1XwiL2KAEd2NIcwNu18d_1920	0	0	1	2	1	0	0	topical
59	04Zjz0Zorm0oEmXomNoxbC_960	0	0	0	0	0	0	0	topical
83	69v1Qa3uAmiJvQ8Q7Ulzh2_0	0	0	1	0	0	0	0	topical
91	4Cr2xifMnqkbyQ0A35lCp3_120	1	3	2	2	1	0	2	topical
89	6WsWj6SuuKqO3ba7qQdcrd_120	1	1	1	0	2	0	1	topical
91	662rr4v84N9QoSYsDu7KWa_180	0	0	1	0	0	0	0	topical
103	13h0yitl7P0B8UotmST68p_0	0	0	0	0	1	0	0	known-item
67	6HEa2jNGegkdrSyERmvNHE_420	0	0	0	0	0	0	0	topical
71	7HDaDcklJrnKJZqGeqvKYM_2280	2	2	2	3	2	1	2	topical
65	7rlxAAncbbWnWwciWl2HXC_2760	0	1	1	3	1	1	1	topical
98	1qq3jDESFAftnFCKbmmamP_0	0	2	2	0	1	0	2	topical
60	0KG6Con4iLtIwmqU31hDyW_420	0	0	0	0	0	0	0	topical
68	3J7pKR9zfrF1MtjXI79uGy_2280	0	0	1	0	2	0	0	topical
98	6F1jhiZW35FVHX3bz9oSDx_2160	1	1	1	0	1	0	1	topical
68	03WpyQqbLSWBWHkA3iH6YX_1260	0	0	0	0	0	0	0	topical
86	0h1de1NSXEb98sd0BexosX_960	0	0	0	0	0	0	0	topical
99	4lQYcMXKwqhduSZ5bTnhlh_3420	0	0	1	0	0	0	0	known-item
76	1rNohl5UGFeokrmAXE2NGD_2820	0	1	1	0	1	0	1	topical
76	4pkZptzrXYzI2N5p4nxcYb_1920	0	0	0	0	0	0	0	topical
106	3LWEVRWNlwqPBDzYRPfAcf_2880	0	0	0	0	1	0	0	known-item
101	4o30Eet9hhgWKUBxRWS7uF_1260	0	0	0	0	0	0	0	known-item
95	4P8NHmvIdib744Hyoi0F54_0	0	0	0	0	0	0	0	topical
75	1JAU9zDccA0pezPj0GyIbp_1860	0	0	0	0	0	0	0	topical
100	3ndxZsyTp9kd5yVvYCF7ht_1440	0	0	0	0	1	0	0	known-item
107	2bPL8MoUyWWm17PrfJ05jE_2580	0	0	0	0	0	1	0	known-item
72	4N7q4eFjC7UZKCyRJlksh4_60	1	1	2	2	1	0	1	topical
81	7pwTP4AW9F7ulXJBEgUIpN_2100	3	2	2	2	2	0	2	topical
81	4NCW3lqT3ggx2u4CbXW5oe_420	3	3	3	3	3	0	3	topical
73	0aZSev6xgxt5l4ujqPaJma_60	3	3	3	3	2	1	3	topical
72	3SOkFpwilYZyHmT5CE6y4Z_0	0	1	0	0	0	0	0	topical
101	4SsTdHP8IFpTZ2jmJ8YBm3_720	0	0	0	0	0	0	0	known-item
86	5BJsWq0UW9J3hF8THkLJsD_1800	0	0	0	0	0	0	0	topical
107	6r12VpRFoW7dp16KZmrQAE_0	0	0	0	0	0	0	0	known-item
83	3ASWrjdufuCn3IvA7SdVDT_120	3	3	3	3	3	1	3	topical
83	7Kaimxf3y9wvlRD9Z4TNk5_1920	0	0	0	0	1	0	0	topical
91	59YiH1chYIWsTIeVV7zsID_1800	1	1	2	2	1	0	1	topical
68	0PNPEcSB300yEJMeq34pJr_1320	1	0	1	0	1	0	1	topical
61	7vzK0DkroVDqn2aZPeGhCu_240	0	0	0	0	0	0	0	topical
73	0aZSev6xgxt5l4ujqPaJma_240	3	3	2	3	2	2	3	topical
83	0yU2Zb37IS9yUre7OUvqkZ_0	0	0	0	1	2	0	0	topical
83	5JfdaDgM8BNhQ6Hc7200Wr_0	0	0	1	3	2	0	0	topical
94	1d1YkSGfRDvn00L1V9JP5A_1020	0	1	1	0	1	0	1	topical
93	7CeT9asmGU3iXeveJ0wftA_960	2	2	2	0	2	0	2	topical
77	6gZ8IcJKHrQiWd1sAYE4Gu_1200	0	0	0	0	0	0	0	topical
69	66xcf90ZUoCAOG2s2bsBrb_240	1	2	2	1	1	0	1	topical
89	1kZt3APZqyOJgMELvOF3Xl_180	3	3	3	3	3	0	3	topical
89	7qlfl7UNG0m9xAsIBPaVUK_0	0	0	0	0	1	0	0	topical
74	1NUM2fvYKN2hjtUhYPAFd4_120	2	2	2	0	2	0	2	topical
60	2FkaMxYjOuOXTVxpaZmT0L_0	1	2	2	3	1	1	2	topical
85	7CoUs68Ubt49zcu3yFStWa_960	1	1	1	1	1	0	1	topical
91	5NXbMUHCW85CfLsaMc1rnX_1860	1	1	3	2	1	0	1	topical
73	4VRA9LAmSqjy4h7ZTW7TNu_420	1	1	2	3	2	0	1	topical
66	5S2yPDi01v1tlax1tAyMen_780	0	0	0	0	2	0	0	topical
100	1CPJF0iIjXzshiXuMvxqID_720	0	0	1	2	1	0	0	known-item
94	5DuhcRkIC1gMewvVZAi8tW_4260	3	3	2	2	2	1	2	topical
74	75t9aYvHjDGqqTvfOu2LwN_2340	0	0	1	0	0	0	0	topical
68	0Mokv0jqASLuGS9ECipWSu_60	2	2	2	2	2	0	2	topical
81	15QTZydxfEDz7VD2tISukx_720	0	0	0	0	0	0	0	topical
77	1zEsmyzhVGuM9ZH9bGkT9j_240	1	0	1	0	1	0	1	topical
84	1sM1PCiuq89tguygkYWCFp_180	0	1	1	0	1	0	1	topical
78	2264KLhygo7ArycdHU8WSO_120	2	1	2	2	2	0	2	topical
92	4zGgS3AMlqbaBadK07P6tl_120	1	1	1	2	1	1	1	topical
75	2xS9vtPN0OoKj7yYMowAeH_180	2	3	3	3	2	0	3	topical
106	2nZLlr6k8cRmCkGs3iEvXn_240	0	0	0	0	0	0	0	known-item
102	6oHTo470A2SE75w3CBtTy9_1560	2	2	2	3	3	1	2	known-item
61	2XXSeW11lyVHyMqBvjDpAw_1320	1	1	1	2	1	1	1	topical
59	0Zog5rnH42oCgnuaAUDMfW_660	0	0	0	0	1	0	0	topical
65	6gccQ36wwKwPI2W3TvZfyb_1860	0	0	1	2	1	0	0	topical
72	56GA0xquZ95U1oeRyDxpvD_120	2	1	2	2	2	0	2	topical
93	53WXf9JzfuFdm7yHOtAnO0_2160	1	1	2	0	1	0	1	topical
81	2G1FqNYOLPWeEuHtuzydQz_1680	1	1	1	0	1	0	1	topical
77	0afiW4zTTqC7CLleFaVcY4_60	1	1	2	0	2	0	1	topical
98	4z1B5CTvzEWXYpfM3NBRbu_0	1	1	3	0	3	3	1	topical
105	6Us7IMzLOba4ac1SzrkaPy_1740	1	2	2	3	3	0	2	known-item
96	7N0HBK9ToqTSmacgq3mbsF_180	2	1	2	0	1	0	2	topical
62	5inMnlng1Hc1x6mGZnKMzn_240	3	3	3	3	3	3	3	topical
98	3VP12OcU0bycQFL9TTIiBl_300	0	1	0	0	1	0	0	topical
87	4KQse4anOC9BhTu0cQyLcv_60	2	1	2	0	1	0	2	topical
93	5SbqmGOIJXBu1zZuL4XA0a_360	1	1	1	0	1	0	1	topical
64	2CN1JtmHoD3FhLkj3m8vko_0	0	0	0	0	0	0	0	topical
63	5bbBl5OlxODGmvdm1tAoKt_660	2	1	2	2	2	0	2	topical
95	0cfieVmnmCuisGXzhriOhb_300	0	0	0	0	0	0	0	topical
67	5rEqnDRluWt9z0aNKXNAXG_120	0	0	0	0	0	0	0	topical
95	0BkPPtBK5WjnamImRJQ5Pz_1440	0	3	1	0	1	0	0	topical
72	0fgP9ZNyhDYk2l59XwTGK1_1440	0	0	1	0	2	0	0	topical
103	0HmOccEVmRxKbzaLwnZuzm_240	3	3	3	3	3	0	3	known-item
67	2wWdLEKnwGW1253bpHrr7K_240	3	3	3	3	3	3	3	topical
83	3yXQi1ITieZWRnjwaWdmg4_1740	2	1	1	1	1	0	1	topical
77	2n99BeLyOqiG0eyLXyf1re_420	0	0	1	0	0	0	0	topical
82	1AlxEPrORmScjPbKnZc4tC_2280	1	2	2	2	2	0	2	topical
102	3qOWlytzVzPVR2KednOO2o_300	1	0	1	0	2	0	1	known-item
60	1ULzAHnOySP0COVz8T0G5a_3060	1	2	1	2	2	0	2	topical
82	5S9Hb0CSu2LRs46vp5ASHR_1440	2	2	2	2	2	0	2	topical
108	4tvh2nhwJsaGfS3neZCUQx_1320	3	2	2	3	2	0	2	known-item
94	36VZH5kDM9y6SMHOyxerdn_1320	2	2	2	2	2	1	2	topical
101	5nqcSgWEjSHMqojkkTxtA8_360	0	0	1	0	0	0	0	known-item
105	0gxrSu4HM4bzfbrtcyCqdZ_1260	1	2	2	0	2	0	2	known-item
72	0WdFea3NJdK5ajMBbSgMHG_2220	0	1	0	1	1	0	1	topical
76	42HzYds5ZVgB442AzMtezZ_1800	1	1	2	0	1	0	1	topical
86	4oPXTfrAk9nq7gxWl6zkuY_1860	0	0	0	0	0	0	0	topical
83	04aMq4ufXCUV7RMZQLu8yq_4020	2	2	1	2	2	1	2	topical
73	3siahr6LLfrEz8VUqnH5SC_1200	3	2	2	3	2	0	2	topical
86	0BnB6rRFqK89LJUE2rBBiZ_180	2	2	2	1	2	0	2	topical
63	0pA6f1j47MyZJy3hCEjOkZ_780	3	2	2	3	3	0	3	topical
72	4g4dpBc0IcDRS9e2MjIny4_1380	2	2	1	1	2	0	2	topical
83	18JJsGF1KpPgy8vWD6WSBW_2760	1	0	1	0	1	0	1	topical
66	7Lsy31xJXsIAYZ7v3hUQSK_1860	0	2	2	0	2	0	2	topical
72	4zjJRE0oN4h3j3sfV6frfQ_3420	2	2	2	2	2	0	2	topical
81	3d3ZX47MF4wSIgRtlzeUEr_2520	2	2	2	3	2	0	2	topical
99	5dlbK8SIXXV8iRpyk2ylQe_180	0	0	0	0	0	2	0	known-item
81	1MqlEZEgJRwBFXvXITSC5P_360	1	3	1	3	2	0	1	topical
84	5yJ9knm4YzY2dqbIIEQGcH_1440	0	0	1	0	1	0	0	topical
86	3XCgJTBkeEXazQl9RLYZoK_1380	2	2	2	3	1	0	2	topical
99	3DRGM8GG5baGN6brc3vCZ0_720	0	0	0	0	0	0	0	known-item
67	4KXYDLXVmtVEeFoEbYPB6S_1800	0	1	1	2	1	0	1	topical
104	6gMQAP98H7H527xrJlvhh9_120	0	0	0	0	0	0	0	known-item
100	5PwnsKjSFRFcJp5cfrysNg_1080	1	0	1	0	1	0	1	known-item
88	5cjujoFuFt2wabHOcZ5cbI_2880	2	1	2	0	2	0	2	topical
100	25Lm1diu5TX5xvSRgGq251_0	0	0	0	0	0	0	0	known-item
101	51A21Uj2yf8TkukCh6RMr2_60	0	0	0	0	0	0	0	known-item
99	2q2mbCMM2aOnyO5kxJi2eg_0	0	0	0	0	0	0	0	known-item
77	7cJoriHxtF8Qc4JgWmJSOw_300	3	2	2	3	1	1	2	topical
79	0PZGrfWUuFBbjwImMWDpRf_2040	0	0	1	0	1	0	0	topical
108	1z6cPSGFkIA8d3RrCd9SN3_120	1	1	2	0	1	0	1	known-item
92	00tHsFL6tbPi8rCNYQI7J5_600	0	0	0	0	1	3	0	topical
89	1kZt3APZqyOJgMELvOF3Xl_60	3	3	3	3	3	0	3	topical
84	1HxpengErOKcgrzfU6jtAt_180	0	0	0	0	0	0	0	topical
94	21AAmGa84xxqSBFEPM33PQ_1500	2	1	2	2	2	0	2	topical
86	3HorRgeFdBrSkbXtZX3bLi_1080	0	0	0	0	0	0	0	topical
82	2zRtBcrq5Wkli6OaiK8hAi_1980	1	0	2	0	2	0	0	topical
91	4wx03R9L6rIunZJMKT1TZ7_600	0	0	0	0	1	0	0	topical
65	5OHF56vK2XqBB1U7YikH9L_720	0	0	0	2	1	0	0	topical
63	2oNRCpcVqZx3rUSYVtmH26_480	0	0	0	0	0	0	0	topical
84	3Ulq2WojuMk2SiY78ckUWW_600	0	0	1	0	0	0	0	topical
78	2FMOejutQBLxuhKJZhtXBu_1560	2	2	2	2	2	1	2	topical
60	2FkaMxYjOuOXTVxpaZmT0L_540	2	3	2	2	2	1	2	topical
90	5zLteDdYT65NiFlV9sHC1i_3780	2	3	3	3	2	0	3	topical
76	4xN4xsoPaHfBLCGHmDYu8x_3000	3	3	2	3	1	1	3	topical
88	5FUPRXJtvtEnBPtkSNzHpz_1980	0	0	0	0	0	0	0	topical
82	2WJ8I5FKDePLllDDb79ijX_360	0	0	1	0	1	0	0	topical
61	4niatjMXHRAb0hGxWfaaux_420	0	0	0	0	0	0	0	topical
69	3NH1oHkczY7l5ttqlIqmir_300	1	1	1	0	1	0	1	topical
104	3EEJUpCA4c6OaLlF7RZWZD_60	0	0	0	0	0	0	0	known-item
95	4LTfv62ItWHHBjXc0Rqduy_1200	0	0	1	0	1	0	0	topical
61	7fGW1N2qiSMMhheekqWNAM_600	3	3	3	2	3	0	3	topical
94	4FHem9ykmRvv3h4eTSH7iy_2100	0	1	1	2	2	0	1	topical
83	5mCBuXbwS45DrNa7bj2jnG_0	2	2	3	3	3	0	3	topical
108	5IxqKvLowYzEONBKnVjD1v_660	2	1	1	0	2	0	1	known-item
67	2WGaptIUw5HNvVH0ENvGlk_420	0	1	1	0	1	0	1	topical
67	2HSz7NaaTyt7AGkumtNDcD_600	2	2	2	1	1	1	2	topical
80	5TK42xCEakkjK0r8LDmJpb_3900	0	0	0	0	0	0	0	topical
61	2FeJ3EE7CPljw0KbovjE1K_540	0	0	0	0	0	0	0	topical
107	6VIkaiMB9Iv5g6bEWqZbs7_1860	0	0	0	0	0	0	0	known-item
99	6V5eTpZhLKHyCa901qfeLh_1980	0	0	0	0	0	0	0	known-item
107	2841i3iOMjPp06qRfOsoVu_1920	1	1	2	2	1	0	1	known-item
104	1NDVgyhIT4M9w62zJJDbga_1080	0	0	0	0	0	0	0	known-item
66	18t5za2FoZViySP0SEqI2m_180	2	3	1	0	1	0	1	topical
82	57dIdvGN2VdzlXhIMREKRO_3000	0	0	0	0	0	0	0	topical
72	4N7q4eFjC7UZKCyRJlksh4_120	1	1	1	2	1	0	1	topical
63	7sVSq3hpGZUHlzzD5ENlmY_1980	2	2	2	2	2	1	2	topical
67	02Bf3tvqEg44oVuJnfCGYB_1260	3	2	2	3	2	2	2	topical
90	6uOpVtelo70Q2aVcIE7dDR_300	3	3	3	3	2	3	3	topical
92	0WMTEnzc3WLgnr6I75xO3c_2520	0	0	1	0	1	0	0	topical
91	3dovf8OhPbTjVBLSECAsEY_4020	0	1	1	1	1	0	1	topical
66	1cIGV3Z5q7jpGMySv1fb7B_540	2	2	1	0	2	2	2	topical
65	1huqALIj53pG41UvgnmsGP_780	0	0	0	2	1	0	0	topical
85	4pJWGxrnoyk2s1K7Rrl5CP_60	2	3	3	2	2	0	2	topical
77	1AKMe5cjcadRCc1hBo4UA8_1380	2	2	2	1	2	2	2	topical
74	0zrqd2MKW9RzTLLNLwADH8_300	3	2	2	2	2	0	2	topical
107	61gOq5rsxRtCO6GZZZ2oOx_120	0	0	0	0	0	0	0	known-item
78	1fSmz2zOtWfB725xEBVTLt_2400	0	1	0	1	0	0	0	topical
85	2x7CdBExYMWKd0jVJA5963_300	3	3	3	3	3	0	3	topical
73	3uZyFiHNX7S8GA7Fs77YL8_2040	3	2	2	3	2	2	2	topical
86	055rnSilHbcMlBK40PK4sN_3600	2	2	2	2	2	0	2	topical
92	5BMNgtMGolU8bPhmXda0Td_1320	0	0	0	0	0	0	0	topical
94	2IOQFXrfi6Qw1tOGuubYVU_60	0	0	0	0	0	0	0	topical
81	34Olf1OA1t86TJBAsSchXQ_0	3	3	3	3	3	0	3	topical
67	03WMBvNMUNvWvucu02oumy_420	0	0	0	0	0	0	0	topical
104	6GRsE6ypRwWfKfZbTFDgqf_2340	0	0	0	0	0	0	0	known-item
96	1Hv2s6AswVoErsuBnQbpKq_2640	0	0	0	0	0	0	0	topical
76	72YCMVsEOvwq9JjmMmQRSW_240	0	0	0	0	0	0	0	topical
69	5Aeo58YYyZ2SjqtgghdMFS_780	0	0	1	0	0	0	0	topical
107	3tafvBMu6NT0KwBtkMmTyT_2160	0	0	0	0	0	0	0	known-item
72	6lGt2lzO7Eh0npukYqQ730_840	1	1	1	0	1	0	1	topical
69	3qihQ6hMfdFHnZyQR7Hy3g_1560	1	0	2	0	2	0	0	topical
